Model Name,Iteration,Input Image Length,Hidden Layer Size,Batch Size,Activation Function,Optimizer,Loss Function,Loss,Recall,Precision,F1,Accuracy,Iteration Training Seconds
Conv2,4,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,75.06373059749603,0.9323771866380983,0.765246996915618,0.8405851530388037,0.7614582746478873,59.935313
Conv2,5,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,72.42810246348381,0.9402257365095382,0.7691329964802303,0.8461168789591239,0.7693154929577465,61.412437
Conv2,6,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,70.94179850816727,0.8695822624338961,0.7978178638035129,0.8321557040804207,0.763387147887324,60.402984
Conv2,7,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,69.88494569063187,0.9415968184009473,0.7725880782516122,0.8487608050179514,0.7736556338028169,62.681248
Conv2,8,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,69.00740152597427,0.9485587196553842,0.7713426967699157,0.8508206736457219,0.7756322183098592,60.67373
Conv2,9,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,66.83200630545616,0.8934821016782637,0.8022431153228535,0.8454080384594629,0.7795896126760563,60.614353
Conv2,10,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,65.14538502693176,0.9046796619720663,0.8132541809684722,0.8565341681337288,0.7955795774647887,61.295543
Conv1,1,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,82.8175493478775,0.94132157126309,0.6917466955123572,0.7974634001326519,0.6828607394366197,63.109389
Conv1,2,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,78.67646804451942,0.8576901515223907,0.7493383752555592,0.7998615256731997,0.7153144366197183,61.388233
Conv1,3,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,74.33373805880547,0.9685705973725927,0.7179750234687466,0.8246554244204999,0.726806514084507,61.046732
Conv1,4,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,72.11416807770729,0.8730982724260252,0.779152740305239,0.8234546764077589,0.751687323943662,61.383439
Conv1,5,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,68.52186965942383,0.8278462075870555,0.7965631399544048,0.8119034472596939,0.7455834507042254,61.729312
Conv1,6,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,65.64574149250984,0.9298050307854511,0.7665836600092832,0.8403420129624078,0.7656603873239437,61.929988
Conv1,7,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,62.254013404250145,0.9243003861585979,0.7761397890397305,0.8437654169618809,0.7729676056338028,60.931151
Conv1,8,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,59.44901713728905,0.9309095165744536,0.7793061856744499,0.8483883566449679,0.779319190140845,60.588227
Conv1,9,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,57.00322467088699,0.8927515366181765,0.8007409065153109,0.8442466662583474,0.7815169014084508,61.467519
Conv1,10,100,4000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,54.819892168045044,0.9294031582825552,0.781461851899878,0.8490361412624071,0.7807850352112676,61.830226
Conv1,1,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,81.8246738910675,0.9514418091721171,0.7363715561800572,0.8302039787303765,0.7358179577464788,63.915648
Conv1,2,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,75.03702792525291,0.9195936759688789,0.7687996433570922,0.8374627902467044,0.7576954225352113,63.464697
Conv1,3,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,72.0574578344822,0.8977526959193826,0.7887139185358696,0.8397083471509239,0.7673422535211267,64.925012
Conv1,4,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,69.76182144880295,0.9392259447324207,0.7789781335297421,0.8516293060255873,0.777850176056338,65.342254
Conv1,5,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,65.96037173271179,0.8780939724175637,0.823024347364419,0.8496677863844493,0.7890778169014084,63.652761
Conv1,6,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,61.61039197444916,0.9355793406130548,0.8010002569145429,0.8630750853711859,0.7984917253521127,64.060005
Conv1,7,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,59.35020795464516,0.8879504373071981,0.8282082246551934,0.8570394702586225,0.7989137323943662,63.821826
Conv1,8,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,56.48846098780632,0.862501757165214,0.8462061670412742,0.8542762582857205,0.8002575704225352,64.06879
Conv1,9,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,54.38680946826935,0.9125722771979349,0.8290173703491128,0.8687904990267764,0.8128904929577465,65.227458
Conv1,10,100,3000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,52.13650017976761,0.9239861999635859,0.8150455445499252,0.8661036095308448,0.8060709507042253,62.721478
Conv1,1,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,82.88488966226578,0.9698304381928993,0.697225176458868,0.8112389202389932,0.6995355633802817,61.601836
Conv1,2,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,76.9445127248764,0.9274436887560513,0.7456467106354208,0.8266682255448433,0.7410785211267605,61.13089
Conv1,3,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,73.60140439867973,0.9089967879570339,0.7624952028980042,0.8293257689046779,0.7509200704225352,61.05772
Conv1,4,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,70.13022038340569,0.9258233868250704,0.7585284270791535,0.833867784110627,0.7544056338028169,60.355702
Conv1,5,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,66.2037168443203,0.9154235184167532,0.7773365894736842,0.8407478323870526,0.7691258802816902,60.874019
Conv1,6,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,62.23625913262367,0.9293183942218134,0.7851176318401113,0.8511536689681432,0.7836144366197183,61.737027
Conv1,7,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,58.562988579273224,0.9186450816815175,0.7939189451709969,0.8517401075807187,0.7870890845070423,61.157677
Conv1,8,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,56.18908762931824,0.9159889183724309,0.8054418772618582,0.8571658365076527,0.796768485915493,62.130715
Conv1,9,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,54.19731646776199,0.8637063474475286,0.8369377537260996,0.8501113781688378,0.7972352112676057,60.640196
Conv1,10,100,2000,16,relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,51.199496790766716,0.8974674419010555,0.8219225658042443,0.8580353954220709,0.8022906690140845,61.362255
Conv1,1,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,80.3290955722332,0.8563910625783645,0.76656690992929,0.8089932846719626,0.7258517605633803,66.425757
Conv1,2,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,75.49974313378334,0.941880685483494,0.7493051968712166,0.8346286470683535,0.7469697183098591,66.675735
Conv1,3,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,71.54928177595139,0.9101510519410502,0.7821941460157161,0.8413352378437422,0.7672795774647887,65.814364
Conv1,4,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,69.52137732505798,0.9618635660557483,0.753821620724992,0.8452291339543132,0.7611980633802817,67.473056
Conv1,5,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,67.87261486053467,0.9207018861495727,0.7922580526938331,0.8516643815090208,0.7825769366197183,69.004583
Conv1,6,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,66.19906875491142,0.9433100745962443,0.7814916541054762,0.8548100784725793,0.7827644366197183,66.765643
Conv1,7,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,63.51092439889908,0.9508073555366494,0.7828513500279469,0.8586936050437454,0.7878584507042253,66.717576
Conv1,8,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,61.84180644154549,0.8625301122215886,0.8344551509139861,0.8482603951808411,0.7908038732394366,67.376401
Conv1,9,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,59.26455199718475,0.9451840702062746,0.8029388775161045,0.8682742107657002,0.8055804577464789,67.742908
Conv1,10,100,4000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,57.29794618487358,0.9210330037220212,0.8163036733280916,0.8655117158653126,0.8059577464788732,66.831852
Conv1,1,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,82.68704777956009,0.8135347797746532,0.7719743928462555,0.7922098825044261,0.709525,60.434116
Conv1,2,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,75.05374929308891,0.8737222067024656,0.795027811951525,0.8325194864218295,0.7607283450704225,61.073897
Conv1,3,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,70.99082714319229,0.9359191834538702,0.7757898654851971,0.8483645253692177,0.7722781690140845,61.438965
Conv1,4,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,67.9722628891468,0.8652887709387383,0.8061583166409936,0.8346776205741568,0.7666961267605634,62.103655
Conv1,5,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,63.34626170992851,0.9321313281807742,0.794704567361923,0.8579495316242466,0.7899096830985916,61.844412
Conv1,6,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,60.81453865766525,0.7092029570309671,0.8463919002434397,0.77174803664682,0.7144661971830986,61.177108
Conv1,7,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,63.139583855867386,0.8897096253530745,0.8246306049371587,0.8559348647486483,0.7961482394366197,61.609944
Conv1,8,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,55.9204730540514,0.9190129952095685,0.8169864724752848,0.865001630578279,0.8047544014084507,61.061751
Conv1,9,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,52.75735184550285,0.8731241787462106,0.8356491807970166,0.8539757488943709,0.796762676056338,63.183103
Conv1,10,100,3000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,50.71665470302105,0.8927442551034133,0.8304297999371052,0.8604603011424695,0.8029202464788733,62.034625
Conv1,1,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,84.69174572825432,0.8668459357802576,0.725025186804447,0.7896181136815802,0.6938246478873239,59.512278
Conv1,2,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,80.91322007775307,0.8699665889048815,0.7554462396889787,0.8086720821710178,0.7271364436619718,58.891817
Conv1,3,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,75.81862437725067,0.9099815480659998,0.7546783491115802,0.8250855007450082,0.7442612676056338,59.325106
Conv1,4,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,70.85684099793434,0.8500447685832118,0.7807562558611342,0.8139285674774505,0.7423843309859155,58.704031
Conv1,5,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,66.96254181861877,0.9010607670766713,0.7761688398006462,0.833964875535299,0.7621827464788732,58.263741
Conv1,6,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,64.70968681573868,0.9020971777067064,0.7762467628015471,0.8344535312770109,0.7627489436619719,59.12041
Conv1,7,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,60.49879336357117,0.9155187219266719,0.7848004023669339,0.8451348350751654,0.7776014084507042,58.505315
Conv1,8,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,57.61330512166023,0.9078497613626011,0.7937651662214387,0.8469830689076255,0.7825718309859155,61.900627
Conv1,9,100,2000,16,leaky_relu,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,54.38410758972168,0.860864130603676,0.8158075900656733,0.8377304669770403,0.7789429577464789,64.605009
